"","Q.1","Q.2","Q.3","Q.4","Q.5","Q.6","Q.7","Q.8","Q.9","Q.10","Q.11","Q.12","Q.13","Q.14","Q.15","Q.16","Q.17","Q.18","Q.19","Q.20","Q.21","Q.22","Q.23","Q.24","Q.25","Q.26","Q.27","Q.28","Q.29","Q.30","Q.31","Q.32","Q.33","Q.34","Q.35","Q.36","age","gender","country","avoidance","anxiety"
"14732",2,4,5,3,1,4,1,2,1,2,1,4,1,4,5,5,1,5,4,4,3,2,1,4,4,3,5,4,4,5,5,5,5,5,5,2,20,"2","IE",-30,63
"14733",1,5,5,4,1,4,1,4,1,4,1,2,1,4,5,2,1,4,5,1,2,2,1,3,4,1,5,3,4,3,5,2,5,3,5,2,17,"2","IE",-33,49
"14734",5,2,2,2,2,2,3,2,3,1,2,1,3,1,2,1,2,2,3,1,3,4,2,2,2,1,3,1,3,2,3,2,3,2,3,2,26,"2","NO",1,23
"14735",2,2,5,1,1,2,1,1,1,2,1,1,1,1,4,1,1,2,5,1,1,5,1,1,4,1,4,1,5,3,4,3,4,3,3,2,38,"1","NO",-28,23
"14736",4,5,4,2,4,4,4,2,4,2,4,4,4,5,5,5,5,4,2,1,4,4,4,3,4,2,4,3,2,2,2,1,4,5,4,3,18,"2","NO",6,49
"14737",3,4,2,3,5,4,3,2,4,3,4,5,4,2,4,4,3,4,2,3,5,2,2,3,4,3,4,3,3,3,4,4,4,4,4,3,24,"1","NO",2,55
"14738",1,2,1,2,2,3,1,3,1,3,3,3,2,2,1,2,1,4,4,3,4,4,1,4,1,3,1,3,3,2,5,2,4,4,4,2,34,"2","NO",-8,43
"14739",2,4,3,5,3,5,1,5,4,5,3,3,2,1,5,4,4,3,3,5,2,1,3,3,4,4,4,1,1,5,4,4,4,3,3,3,20,"1","IT",-7,62
"14740",1,5,5,5,1,4,1,5,1,5,1,3,1,5,5,5,1,5,5,5,3,1,1,5,5,5,5,3,5,5,5,5,5,5,5,5,32,"2","IL",-34,79
"14741",4,2,2,2,5,4,4,2,3,4,4,2,4,3,2,2,4,3,4,4,4,3,4,5,2,2,4,2,2,2,2,4,2,3,2,3,25,"2","FI",14,46
"14742",2,4,4,4,3,2,2,4,2,2,4,2,2,3,4,2,2,3,3,4,3,3,2,4,4,2,4,2,4,4,4,4,4,4,4,4,26,"2","SA",-13,51
"14743",4,5,1,4,3,4,4,2,4,2,3,2,4,1,2,2,3,2,2,2,4,2,3,4,2,3,4,2,2,2,4,3,4,2,3,1,24,"2","LV",8,41
"14744",2,4,5,4,1,4,1,2,1,1,4,1,1,1,5,2,1,4,4,1,5,4,1,1,5,2,5,1,2,5,5,2,4,5,5,1,21,"2","NL",-23,37
"14745",3,4,3,4,4,4,4,3,4,5,5,2,5,4,2,1,4,4,2,4,4,2,4,1,2,2,3,5,3,3,3,2,3,5,2,3,17,"2","NL",14,54
"14746",2,4,5,4,2,4,1,4,4,4,2,1,1,5,5,2,4,3,2,4,2,1,2,2,4,4,4,4,4,2,3,4,4,4,4,4,18,"1","LT",-15,58
"14747",4,2,3,4,4,2,4,3,4,2,4,1,4,2,3,1,3,2,2,3,4,4,3,2,3,2,3,1,2,2,3,3,3,3,3,1,24,"2","NL",9,32
"14748",4,4,4,4,3,5,2,4,4,5,4,4,2,4,4,4,4,4,2,4,2,2,2,2,3,5,3,4,2,4,4,4,4,4,4,2,29,"2","DE",-3,65
"14749",1,4,5,1,1,4,1,1,1,3,1,1,1,3,5,1,1,4,5,5,3,3,1,5,5,3,5,2,3,4,5,4,5,3,4,2,16,"1","NO",-31,47
"14750",4,5,3,5,4,5,4,5,4,5,4,2,4,5,2,2,5,5,2,3,4,1,2,5,1,3,3,2,2,3,2,5,2,3,3,3,21,"2","FI",15,65
"14751",4,4,4,4,3,2,2,4,4,2,4,2,2,5,3,2,4,5,3,4,4,2,2,3,4,2,4,5,4,4,4,3,3,5,4,4,15,"2","FI",-4,58
"14752",3,4,4,4,2,5,2,2,3,4,2,4,2,2,3,4,2,4,4,4,4,2,2,1,4,4,4,1,3,2,4,2,3,5,4,1,26,"2","FI",-11,51
"14753",2,2,4,4,5,4,4,2,2,3,4,5,5,4,4,1,5,3,4,2,4,4,2,2,4,2,4,1,4,1,5,3,4,5,4,2,24,"1","FI",-4,42
"14754",3,1,4,2,2,1,3,2,3,1,4,1,2,4,5,1,1,2,4,1,5,5,3,1,2,1,2,3,2,2,4,3,3,4,3,1,30,"2","FI",-3,26
"14755",1,3,5,2,2,4,1,3,1,5,3,4,2,3,5,4,2,5,5,3,2,2,1,4,5,1,5,5,4,4,5,5,5,5,5,1,21,"1","FI",-29,59
"14756",2,5,4,5,2,5,1,5,1,5,1,5,1,5,5,5,1,5,5,5,4,1,1,5,4,5,4,5,4,4,2,5,4,4,2,4,44,"2","FI",-20,81
"14757",2,4,4,4,4,4,4,4,2,3,2,1,4,3,4,1,3,5,4,3,5,1,3,4,4,4,4,1,1,1,5,1,5,2,3,3,26,"2","FI",-5,47
"14758",1,2,2,4,2,3,3,2,1,4,2,3,3,2,4,2,3,3,4,3,4,4,2,4,4,2,4,3,2,4,4,4,3,3,3,2,38,"2","FI",-9,46
"14759",4,4,2,3,4,4,4,4,4,4,4,2,4,5,2,2,2,4,2,4,4,2,2,4,2,2,2,5,2,4,2,4,3,4,3,2,22,"2","NL",12,59
"14760",3,2,3,1,3,1,3,1,3,1,2,1,2,1,4,1,3,1,4,1,4,4,3,1,4,1,5,2,2,1,4,5,2,2,3,2,25,"2","NL",-5,21
"14761",4,5,2,5,5,5,5,5,5,3,3,2,4,4,2,3,3,5,2,5,4,1,4,4,4,3,4,5,2,4,2,4,4,4,4,4,35,"2","HU",11,69
"14762",1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,1,5,4,2,2,1,1,4,4,5,2,4,2,5,2,4,1,5,1,5,20,"1","NL",-16,78
"14763",3,5,2,4,4,4,4,4,4,3,4,2,4,3,2,2,4,5,3,2,5,3,4,4,1,2,2,1,1,1,2,1,3,5,2,3,22,"2","BG",18,48
"14764",1,4,3,4,4,5,1,4,5,4,4,4,2,1,4,4,2,4,1,3,3,2,2,1,4,4,4,1,3,3,4,2,5,2,5,2,20,"1","BG",-9,50
"14765",2,2,2,2,4,4,3,3,4,4,3,4,4,2,3,4,3,4,2,4,4,2,2,4,4,4,3,2,2,4,4,4,3,3,3,4,32,"2","SI",3,56
"14766",3,3,4,2,2,2,2,2,2,3,2,3,2,2,4,2,2,3,0,3,3,4,2,3,4,2,4,2,4,3,4,3,4,3,4,3,33,"2","SI",-12,40
"14767",2,4,5,4,3,4,2,4,2,3,4,3,4,4,2,3,2,3,4,3,3,4,2,2,4,4,4,4,3,3,4,3,4,4,4,3,25,"2","NO",-10,54
"14768",3,3,4,3,5,4,2,3,3,5,4,3,3,5,4,3,4,2,3,2,3,2,4,4,2,3,4,3,3,3,2,4,4,4,4,3,25,"2","EE",1,55
"14769",1,2,5,2,1,1,1,4,1,1,1,1,1,1,5,1,1,5,5,4,1,4,1,5,5,1,5,1,5,5,5,5,5,2,5,5,27,"2","EE",-36,42
"14770",5,3,2,2,3,1,4,2,5,3,4,1,4,2,1,1,4,4,2,1,3,3,5,4,2,1,2,4,1,2,1,4,3,2,2,2,18,"2","DE",21,36
"14771",2,3,5,3,1,5,1,4,2,3,1,3,1,1,4,3,1,3,4,3,2,2,1,5,3,2,4,1,4,5,4,5,5,4,4,3,25,"1","DE",-25,54
"14772",4,4,1,4,5,4,5,3,4,3,4,1,5,4,2,1,4,3,1,2,2,4,4,2,3,3,2,1,1,1,2,3,4,3,3,1,45,"1","DE",18,39
"14773",2,4,4,4,2,4,2,4,2,4,2,2,2,3,4,2,2,3,3,3,2,2,2,4,4,4,4,2,4,4,4,4,4,3,4,3,22,"2","GB",-17,55
"14774",4,4,3,4,1,4,2,5,2,5,2,5,2,5,5,5,2,5,4,5,1,3,4,4,5,4,5,4,2,4,5,4,3,4,4,3,27,"2","GB",-16,71
"14775",4,5,4,4,3,5,3,4,2,4,4,2,5,5,5,3,4,5,3,2,3,2,3,3,2,2,1,4,3,2,2,3,2,5,2,3,17,"2","CH",7,59
"14776",2,4,4,3,2,2,1,4,2,2,2,2,2,2,2,2,2,3,4,2,2,4,2,2,4,2,4,2,3,4,4,4,4,4,4,2,31,"2","CH",-16,42
"14777",2,3,4,4,4,5,4,3,2,4,2,2,3,2,2,2,3,4,4,4,2,4,2,4,2,2,4,3,1,3,4,4,4,4,4,2,36,"2","CH",-5,51
"14778",2,4,5,3,2,4,2,3,2,3,2,1,2,3,4,1,3,5,4,2,4,3,2,4,3,1,4,1,2,3,4,3,4,0,4,2,24,"2","CH",-13,40
"14779",2,4,4,3,4,5,4,3,2,4,4,3,2,5,5,3,2,2,3,2,3,3,2,3,5,3,5,3,3,2,3,3,4,2,3,3,21,"1","ES",-10,50
"14780",3,3,4,4,4,2,3,3,4,2,4,3,2,2,4,3,2,4,4,2,3,4,3,4,4,2,4,3,3,4,4,4,4,4,4,3,19,"2","NL",-7,48
"14781",2,5,4,3,4,2,1,3,1,4,1,2,1,2,4,2,3,4,5,2,3,2,2,2,3,2,2,1,3,3,4,3,4,4,3,1,20,"2","NL",-14,43
"14783",2,3,3,4,3,2,2,2,2,3,3,3,3,2,4,3,2,2,4,2,4,4,3,2,3,3,4,3,2,3,2,3,4,3,3,2,42,"2","FR",-5,41
"14784",4,4,2,4,4,5,4,2,5,5,4,1,4,1,1,2,4,5,1,4,4,2,4,4,1,2,2,1,2,4,2,4,4,1,2,5,16,"2","LB",20,52
"14785",4,4,4,3,4,3,2,4,2,3,3,4,2,3,4,4,3,4,4,4,4,2,2,4,4,4,5,3,2,3,4,4,4,5,4,2,19,"2","LB",-9,59
"14786",4,3,4,2,3,4,2,2,3,4,2,2,2,4,2,2,3,4,3,2,4,3,4,3,2,3,2,3,2,4,2,3,2,4,2,2,35,"1","HR",6,48
"14787",2,4,2,4,5,1,4,4,3,4,4,3,4,4,2,3,4,5,4,5,4,2,4,5,3,2,4,4,2,2,4,2,2,3,4,4,23,"2","GE",7,57
"14788",2,2,4,4,2,3,2,3,2,3,2,2,2,3,4,2,2,2,4,4,2,4,2,2,2,3,4,3,4,4,4,2,3,3,3,1,35,"2","GB",-14,42
"14789",4,2,4,2,1,1,1,1,2,1,1,1,1,1,4,1,1,0,4,1,4,4,2,2,4,1,4,1,5,5,4,4,4,2,5,2,41,"2","GB",-21,24
"14790",2,3,3,4,2,4,2,3,2,4,2,2,2,3,2,2,2,4,4,4,3,3,2,4,4,2,4,3,4,4,4,4,4,4,4,3,22,"2","AT",-14,54
"14791",4,2,4,4,4,4,4,4,4,2,4,1,4,4,4,2,2,4,4,1,4,4,1,2,4,2,4,1,3,4,4,2,4,4,4,2,22,"1","CZ",-4,41
"14792",2,5,2,5,3,4,1,4,2,5,3,4,3,5,3,3,2,5,3,2,3,2,1,4,5,3,5,5,3,4,4,5,4,5,5,2,21,"2","FI",-14,68
"14793",2,4,4,5,2,5,2,5,2,5,2,4,1,4,3,4,1,5,4,5,4,1,1,5,5,4,5,4,3,0,4,5,4,4,4,5,22,"1","SK",-19,72
"14794",3,4,4,3,2,3,1,3,1,3,1,1,1,3,4,1,1,4,4,2,1,3,1,4,4,1,4,1,3,4,4,4,4,4,3,3,30,"1","ES",-22,45
"14795",2,4,4,3,3,4,4,3,4,3,3,1,2,4,5,1,4,3,4,3,4,2,5,1,2,2,4,2,1,2,4,3,4,3,4,1,21,"2","PT",-1,41
"14796",4,2,4,2,1,1,1,2,2,2,2,1,2,1,4,2,2,4,5,2,5,5,2,2,4,2,4,1,2,1,2,1,5,2,5,2,50,"2","PT",-14,25
"14797",1,5,5,3,2,5,1,4,1,5,1,3,1,3,4,3,1,5,5,3,2,2,1,4,5,4,5,4,5,5,5,5,5,5,5,3,49,"2","NL",-33,67
"14798",2,4,5,3,3,4,2,3,1,4,3,2,1,5,5,2,1,4,4,4,2,2,2,5,4,4,5,3,3,4,5,5,5,4,5,4,28,"2","NL",-24,62
"14799",4,3,3,3,4,3,4,3,4,3,4,3,4,1,2,2,4,3,2,3,5,5,5,3,4,3,3,3,1,3,1,4,4,4,1,2,47,"2","NL",17,44
"14800",2,4,5,2,3,4,1,2,4,4,2,2,1,2,4,2,3,2,4,2,4,4,1,2,3,2,4,1,2,3,5,3,4,2,4,1,17,"2","FI",-14,36
"14801",2,0,0,0,0,0,4,4,2,4,3,2,2,4,4,2,2,4,4,4,4,2,2,4,4,2,4,2,4,5,5,4,4,2,4,4,34,"1","NL",-12,45
"14802",2,2,5,2,2,2,2,2,2,2,2,1,2,2,5,1,2,3,4,2,2,4,2,2,4,2,5,2,4,2,4,3,5,4,4,2,48,"2","DE",-22,32
"14803",3,5,3,5,4,4,4,4,3,4,4,3,2,5,4,2,3,5,4,3,3,2,3,4,4,3,4,3,3,4,4,5,4,5,4,4,15,"2","NO",-5,66
"14804",4,4,3,4,4,4,3,3,3,3,4,2,4,4,4,1,2,4,4,2,4,2,2,5,1,3,4,2,1,4,3,2,3,5,2,3,18,"2","NO",5,53
"14805",4,2,1,2,5,2,5,2,5,2,5,1,5,1,1,1,4,2,1,1,5,5,5,1,2,2,2,1,1,4,2,2,4,4,4,1,28,"2","NL",25,26
"14806",3,4,4,4,4,4,3,4,3,3,3,3,3,4,5,3,4,4,3,3,4,2,3,3,4,3,5,3,2,4,3,3,4,4,4,3,31,"2","DE",-4,57
"14807",4,4,2,4,3,2,4,2,3,4,4,2,4,2,2,2,4,2,2,2,5,2,3,1,2,3,2,3,2,2,2,1,4,4,3,2,28,"1","DE",13,40
"14808",2,3,4,4,3,2,2,1,1,3,2,2,2,4,4,2,2,2,4,2,4,4,2,2,4,2,4,1,4,2,4,3,4,4,4,1,26,"1","DE",-16,36
"14809",2,4,2,4,4,4,2,3,4,3,3,1,3,5,3,1,4,4,2,1,5,3,4,4,2,2,4,1,2,2,4,4,4,4,4,2,23,"2","DE",4,46
"14810",4,3,2,3,4,2,4,2,4,3,4,1,4,4,2,1,4,3,2,2,4,2,4,4,3,2,4,4,2,2,4,4,4,3,4,2,23,"2","RO",9,43
"14811",5,4,3,3,2,3,2,3,4,4,3,3,4,3,3,2,3,4,4,3,3,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,20,"2","BE",-4,55
"14812",2,4,4,3,2,4,2,2,4,4,2,3,3,1,3,1,2,3,3,4,2,2,3,4,3,2,3,1,4,3,4,3,3,3,3,3,29,"1","RS",-8,46
"14813",4,5,3,4,3,3,3,4,4,4,4,1,3,2,2,1,3,3,2,4,5,2,3,4,2,3,2,2,2,2,2,2,3,4,2,1,49,"1","GB",12,47
"14814",2,5,1,5,3,4,2,1,3,2,2,1,4,5,3,2,2,2,3,3,5,2,3,4,2,4,4,1,2,3,3,4,3,4,2,3,37,"1","GB",3,51
"14815",3,5,1,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,1,4,5,3,4,4,3,0,1,4,5,3,4,3,4,25,"2","GB",12,75
"14816",4,5,4,5,5,5,3,4,4,3,5,4,2,5,2,3,2,5,3,4,5,2,2,3,4,3,2,5,5,5,5,3,5,5,5,2,39,"1","GB",-3,67
"14817",2,4,3,4,2,4,4,4,2,3,2,1,1,4,4,1,2,2,4,2,4,4,2,1,4,3,4,2,1,2,4,3,3,2,4,1,16,"3","GB",-10,39
"14818",4,5,1,5,5,5,5,5,5,5,5,4,5,5,2,4,4,5,1,5,4,1,4,5,2,5,2,3,2,5,2,5,3,5,5,5,20,"2","GB",21,80
"14819",5,1,2,1,5,1,4,1,5,3,2,1,4,1,3,1,4,0,2,5,5,5,5,2,3,3,3,1,1,1,5,4,5,5,4,4,21,"1","CH",11,30
"14820",2,3,1,3,4,4,2,3,2,3,3,2,2,2,2,3,2,4,2,1,4,4,5,3,4,3,4,2,4,2,5,4,4,4,4,2,35,"1","IS",-4,44
"14821",3,2,4,2,3,2,4,2,3,2,3,1,3,1,3,2,3,2,4,1,2,4,2,1,3,1,3,2,3,2,3,3,3,3,3,1,30,"1","NO",-3,26
"14822",5,1,5,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,24,"1","PL",11,12
"14823",2,3,4,2,2,3,2,3,2,2,2,2,2,2,5,2,2,2,5,1,2,5,2,3,4,1,5,1,4,2,5,4,5,3,4,2,22,"2","SE",-23,33
"14824",2,4,4,3,0,4,2,3,3,3,3,3,2,4,3,3,2,3,4,3,4,3,2,3,4,3,3,4,3,4,4,4,4,2,4,3,20,"2","SE",-13,53
"14825",5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,4,1,2,5,0,2,3,4,1,2,1,4,1,4,1,3,2,4,1,2,20,"2","SE",21,64
"14826",1,2,5,3,2,3,1,2,2,4,2,2,2,4,4,2,2,4,5,4,2,4,2,3,5,2,5,4,5,4,5,4,4,4,4,3,29,"2","SE",-26,50
"14827",5,5,5,5,2,5,1,5,2,5,4,2,2,5,4,3,3,5,4,3,2,1,1,2,3,4,4,5,5,4,4,4,4,5,4,3,26,"1","SE",-15,69
"14828",2,4,3,3,4,4,3,4,4,3,4,3,3,4,3,2,4,4,2,2,4,2,4,2,3,3,4,4,3,2,4,3,4,4,4,3,19,"3","SE",2,52
"14829",3,2,4,4,2,1,2,1,3,3,4,3,4,2,2,4,5,3,2,1,1,2,3,2,1,2,4,3,5,4,3,4,2,2,3,1,33,"2","MT",1,40
"14830",1,2,5,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,5,1,2,5,1,4,2,1,5,3,4,2,5,4,5,5,5,1,32,"1","BE",-29,28
"14831",1,5,5,5,1,5,1,5,3,5,4,3,2,5,5,3,1,5,5,4,4,1,1,4,4,5,4,4,5,5,5,5,5,5,5,5,37,"2","DK",-25,77
"14833",4,1,4,3,1,1,1,2,2,1,1,1,1,1,5,1,2,1,5,2,3,5,1,1,2,1,3,1,3,1,4,1,4,1,2,1,34,"1","SK",-16,16
"14834",1,5,5,5,2,4,2,4,2,4,2,3,3,3,4,2,2,4,3,4,4,2,2,4,5,3,4,2,4,5,4,3,4,4,4,2,20,"2","ES",-17,59
"14835",1,3,5,5,1,4,1,4,3,5,1,5,1,5,5,3,5,4,5,4,5,3,1,5,2,4,1,5,2,1,1,3,2,3,1,5,15,"1","SE",-5,65
"14836",4,5,5,5,3,5,1,5,5,5,5,5,3,5,2,2,2,4,2,5,2,2,2,4,3,4,3,4,2,3,4,4,4,4,4,3,56,"2","PT",-2,70
"14837",2,1,5,4,3,3,3,2,2,2,2,1,3,1,5,2,2,2,3,3,5,4,2,2,5,2,4,2,2,4,5,4,5,5,5,4,18,"2","PT",-15,40
"14838",1,5,4,4,4,3,4,5,2,4,3,2,1,3,5,3,2,3,4,4,5,4,2,3,5,1,5,3,2,4,5,2,4,2,5,3,34,"2","PT",-15,50
"14839",2,5,4,4,2,4,2,4,2,5,2,2,2,2,4,1,3,3,3,2,5,2,2,4,3,3,4,1,1,2,4,3,4,4,3,2,27,"2","PT",-8,49
"14840",2,4,4,4,2,3,2,4,2,4,2,1,2,4,5,1,2,4,5,1,3,3,1,2,5,1,5,1,3,3,5,1,4,4,4,1,19,"2","PT",-22,40
"14841",1,4,5,4,2,4,1,4,1,4,1,2,1,4,4,2,1,3,4,4,3,2,1,4,4,4,5,4,2,2,2,2,4,4,3,3,37,"2","PT",-21,56
"14842",2,5,5,5,1,5,1,5,2,5,2,5,1,5,2,4,2,5,2,5,4,1,2,5,2,4,2,3,3,4,2,4,4,5,4,5,18,"2","BE",-9,78
"14843",4,2,4,2,4,2,4,2,2,2,4,2,4,3,4,2,4,2,2,2,4,4,4,3,2,4,2,2,3,2,2,2,2,3,2,2,54,"1","BE",11,35
"14844",5,2,1,2,5,3,5,3,5,2,4,1,0,2,1,1,5,3,1,1,5,2,5,1,1,1,2,1,0,2,2,2,2,3,2,2,21,"2","SE",27,30
"14845",1,1,5,5,1,2,1,1,1,1,1,2,1,2,1,2,1,4,5,5,1,5,1,4,5,1,5,1,5,4,5,2,5,5,5,4,36,"2","CH",-32,41
"14846",3,5,3,5,5,5,2,5,3,5,2,5,5,5,5,5,2,5,4,5,2,1,1,5,5,4,4,2,3,5,3,5,5,5,5,5,18,"2","ES",-12,80
"14847",4,3,3,2,4,4,3,2,4,2,4,1,4,4,3,1,3,4,2,1,4,5,4,4,2,3,2,1,1,4,3,4,5,4,2,4,57,"2","ES",11,43
"14848",5,5,5,5,5,5,5,3,5,1,4,2,5,5,3,1,4,2,3,1,5,5,1,1,1,1,3,5,5,3,2,5,4,5,4,3,48,"1","ES",9,48
"14849",3,5,5,3,1,5,1,5,3,4,4,4,1,5,4,3,1,5,2,4,4,2,2,3,4,4,3,4,4,4,5,4,5,4,2,2,16,"1","ES",-14,66
"14850",2,4,3,4,4,2,3,3,3,2,4,2,4,4,3,2,3,4,3,2,4,2,3,2,3,2,4,4,3,2,4,2,4,4,4,3,22,"2","IL",-1,46
"14851",4,5,1,5,4,5,2,4,5,4,4,5,1,4,4,2,5,2,4,2,5,1,2,2,2,4,1,4,1,2,2,4,2,5,2,4,17,"2","FR",13,62
"14852",4,2,3,2,3,2,3,3,3,3,2,3,2,1,3,2,2,4,3,2,4,4,3,2,1,2,4,2,2,3,3,2,2,3,3,2,24,"1","CZ",2,36
"14853",4,5,3,5,5,5,4,3,4,5,4,1,4,5,4,1,4,5,2,4,5,1,2,5,3,1,5,2,1,5,3,5,4,5,4,5,30,"1","GR",7,66
"14854",2,4,4,2,1,4,1,4,2,5,1,2,2,4,3,2,1,5,5,3,2,4,2,4,5,2,4,1,4,5,4,4,5,4,5,3,19,"2","GR",-25,54
"14856",4,3,4,3,2,4,2,3,3,4,3,2,4,3,2,2,3,4,3,2,3,4,3,4,3,2,3,2,3,3,4,3,4,4,3,4,32,"2","GR",-2,48
"14857",4,5,1,5,5,5,5,5,5,2,5,5,5,5,1,2,4,2,2,2,5,1,4,5,1,2,1,5,1,4,1,5,1,5,1,1,26,"2","GR",32,64
"14858",2,4,4,4,2,3,2,4,2,5,2,3,2,2,4,2,2,4,4,4,4,2,2,3,4,4,4,3,4,4,4,4,4,4,4,4,23,"2","FI",-16,59
"14859",1,3,4,2,4,3,4,2,1,4,1,3,2,3,5,3,1,3,4,1,2,3,1,4,4,2,5,4,2,3,5,3,4,4,4,3,56,"1","FI",-20,47
"14860",4,3,3,3,5,4,3,2,3,3,4,1,4,1,3,2,3,4,2,2,5,4,3,2,2,2,2,1,2,2,3,2,3,2,2,1,30,"2","FI",12,33
"14861",2,2,4,2,1,3,1,1,4,3,2,1,1,1,5,2,3,2,2,1,4,4,2,1,5,2,5,3,2,1,3,2,4,4,4,1,21,"3","FI",-14,28
"14862",2,5,5,5,1,5,1,5,4,5,3,2,1,5,3,2,1,5,2,2,4,5,1,4,5,2,5,3,3,5,5,4,5,5,5,3,18,"2","FI",-20,62
"14863",2,1,4,4,2,1,1,1,1,1,1,1,1,4,3,1,1,1,4,3,4,4,2,4,4,1,5,5,5,3,4,4,4,1,4,4,22,"2","GB",-22,36
"14864",1,4,0,4,5,2,4,5,4,1,5,1,4,3,1,4,2,2,4,1,5,1,2,1,5,1,5,1,1,1,1,1,5,4,5,1,43,"2","IE",5,36
"14865",2,5,4,5,5,5,2,5,2,5,4,5,1,4,5,5,5,5,2,5,2,1,5,5,3,4,4,3,2,5,5,5,5,5,5,5,27,"2","RU",-7,80
"14866",4,5,1,3,4,5,5,2,5,5,4,1,5,3,1,1,5,5,3,4,5,2,4,4,2,4,4,3,3,3,4,4,4,4,4,2,20,"2","ME",15,56
"14867",2,1,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,25,"2","TR",-2,32
"14868",3,5,3,5,4,5,5,5,4,5,4,3,4,4,3,3,3,5,3,3,3,1,3,3,2,2,3,4,3,2,3,2,3,5,2,1,24,"2","TR",8,61
"14869",4,3,2,4,3,3,3,3,2,3,2,3,3,3,4,3,3,3,3,3,4,2,3,4,4,3,4,3,2,3,4,3,3,4,4,4,50,"2","GB",-3,53
"14870",4,3,5,2,3,3,2,2,3,3,3,2,2,3,3,2,3,2,3,2,3,4,3,2,2,2,3,2,5,3,3,3,2,4,3,1,19,"1","GB",-3,37
"14871",2,4,5,2,2,2,2,2,2,4,2,1,2,1,4,1,2,2,4,4,4,4,2,2,2,4,4,2,2,1,4,4,2,2,4,1,19,"1","GB",-11,35
"14872",1,5,5,5,1,5,1,5,2,5,1,4,1,5,5,5,1,5,5,5,2,2,1,5,5,4,5,4,5,4,5,3,5,5,5,4,23,"2","GB",-34,76
"14873",3,5,4,4,3,4,2,4,2,5,2,3,3,5,3,4,2,5,4,5,2,1,2,5,2,3,4,4,4,5,4,4,4,5,5,3,26,"2","GB",-13,72
"14874",2,4,4,5,2,4,2,4,2,4,2,2,4,4,3,3,2,4,2,2,2,2,2,4,4,4,4,2,4,5,4,4,4,5,4,2,26,"2","GB",-13,60
"14875",2,2,4,2,0,4,1,2,1,2,2,2,2,1,5,2,2,2,4,2,4,4,2,4,4,2,4,1,2,2,4,2,5,1,3,2,25,"2","GB",-19,31
"14876",4,5,2,5,2,5,2,5,4,5,4,3,4,5,1,2,4,5,1,1,4,1,2,4,2,5,4,3,2,4,4,2,4,5,3,4,18,"1","GB",7,67
"14877",2,4,4,4,4,4,2,4,2,3,2,3,2,4,4,4,2,4,4,4,2,1,1,4,3,4,4,2,4,4,4,5,5,5,5,5,18,"1","GB",-18,66
"14878",4,1,1,3,5,3,5,1,5,2,4,1,4,3,3,1,5,1,1,1,4,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,16,"2","GB",27,23
"14879",4,1,4,1,2,2,3,4,3,1,4,1,3,3,4,1,1,4,4,1,4,4,2,4,3,1,4,2,2,3,5,2,5,2,5,2,20,"2","HU",-10,31
"14880",4,3,2,2,4,4,5,3,4,3,4,2,4,2,2,2,4,3,2,3,4,2,4,3,1,3,3,3,1,2,2,2,1,5,2,2,18,"2","GB",21,45
"14881",5,5,2,4,4,5,2,5,4,5,5,3,4,5,1,1,4,4,1,4,4,1,1,4,1,3,1,5,1,5,4,4,4,4,4,3,22,"2","GB",14,68
"14883",1,5,5,5,3,4,4,4,1,2,3,2,2,5,5,3,2,4,4,3,4,2,2,3,4,3,5,5,4,4,5,4,5,3,4,2,57,"2","GB",-19,59
"14884",4,5,5,5,5,5,4,5,4,3,5,4,5,0,1,3,2,5,3,5,5,1,2,4,1,3,2,4,4,2,1,4,3,5,4,1,18,"1","GB",12,62
"14885",4,4,2,3,4,3,3,4,5,3,5,1,3,4,2,2,4,4,2,2,4,3,4,4,2,3,2,3,2,1,2,2,3,3,2,4,17,"1","GB",17,47
"14886",2,5,3,5,2,5,2,5,3,5,4,1,3,5,2,4,5,5,3,1,4,2,3,5,2,3,2,3,3,4,2,5,3,5,3,5,19,"2","GB",5,69
"14887",4,5,2,4,3,4,4,4,2,2,4,4,4,5,2,4,4,2,3,4,5,4,4,4,2,1,3,5,2,4,3,4,4,5,4,3,21,"1","GB",9,60
"14888",4,4,1,4,4,2,4,2,5,2,4,2,4,2,1,1,5,2,1,2,5,4,5,3,2,2,2,2,2,4,2,4,2,2,2,2,17,"2","GB",25,38
"14889",1,1,1,4,2,1,1,2,1,2,1,1,4,1,5,1,2,5,5,3,4,4,2,2,1,1,1,2,2,2,5,3,4,5,5,1,45,"2","GB",-11,33
"14890",1,4,4,4,2,4,1,2,1,4,1,2,2,3,5,3,2,4,4,3,3,2,2,2,2,2,4,4,4,2,4,4,4,2,4,2,41,"2","GB",-20,49
